"index","ID","Age","Employment","Education","Marital","Occupation","Income","Gender","Deductions","Hours","IGNORE_Accounts","RISK_Adjustment","TARGET_Adjusted"
"108",1495310,35,"Private","HSgrad","Absent","Clerical",60272.71,"Male",0,40,"UnitedStates",8614,1
"109",1495484,22,"Private","Yr10","Absent","Transport",54640.91,"Male",0,84,"UnitedStates",0,0
"110",1502038,63,"Private","College","Married","Repair",32562.24,"Male",0,45,"UnitedStates",0,0
"111",1502111,64,"Private","College","Widowed","Executive",73525.6,"Female",0,3,"UnitedStates",0,0
"112",1505676,54,"Private","HSgrad","Married","Machinist",27254.75,"Male",0,45,"UnitedStates",1650,1
"113",1509085,57,"Private","HSgrad","Widowed","Clerical",81343.45,"Female",0,40,"UnitedStates",0,0
"114",1515465,45,"Private","College","Divorced","Support",125370.21,"Female",0,40,"Indonesia",0,0
"115",1518173,33,"Private","Bachelor","Married","Executive",129091.19,"Female",0,40,"UnitedStates",4195,1
"116",1524841,25,"Private","HSgrad","Absent","Sales",177873.59,"Male",0,40,"UnitedStates",0,0
"117",1530194,29,"Private","Vocational","Absent","Repair",64358.33,"Male",0,50,"UnitedStates",0,0
"118",1531306,46,"Private","HSgrad","Married","Executive",41442.67,"Male",0,40,"UnitedStates",12334,1
"119",1534678,46,"Private","Associate","Absent","Professional",80318.75,"Female",0,33,"UnitedStates",0,0
"120",1541756,22,"Private","HSgrad","Absent","Service",70541.91,"Female",0,35,"UnitedStates",0,0
"121",1545759,36,"Private","HSgrad","Married","Repair",37634.41,"Male",1887,60,"UnitedStates",4604,1
"122",1545762,30,"Private","College","Married","Machinist",53662.74,"Male",0,40,"UnitedStates",9972,1
"123",1548067,28,"Private","HSgrad","Absent","Cleaner",156434.13,"Male",0,30,"UnitedStates",0,0
"124",1548224,21,"PSState","College","Absent","Service",19720.37,"Female",0,10,"UnitedStates",0,0
"125",1551622,63,"Consultant","College","Married","Machinist",17461.25,"Male",0,35,"UnitedStates",6248,1
"126",1557461,32,"Private","Yr10","Absent","Repair",103733.33,"Male",0,50,"UnitedStates",0,0
"127",1579205,32,"PSLocal","Bachelor","Married","Professional",163587.6,"Female",0,35,"UnitedStates",0,1
"128",1585271,22,"Private","Yr10","Absent","Clerical",94412.83,"Female",0,40,"UnitedStates",0,0
"129",1588605,22,"Private","College","Absent","Cleaner",223592.88,"Male",0,35,"UnitedStates",0,0
"130",1597428,40,"Private","HSgrad","Married","Professional",49546.92,"Male",1902,40,"UnitedStates",0,1
"131",1598679,31,"Private","College","Married","Clerical",22086.63,"Male",0,40,"UnitedStates",0,0
"132",1600316,33,"Private","Associate","Married-spouse-absent","Machinist",198418.74,"Male",0,40,"UnitedStates",0,0
"133",1608800,23,"Private","College","Divorced","Sales",115237.91,"Female",0,40,"UnitedStates",0,0
"134",1611099,59,"Consultant","Bachelor","Widowed","Professional",126304,"Female",0,50,"UnitedStates",1864,1
"135",1612385,35,"Private","Bachelor","Married","Executive",64517.85,"Male",0,50,"UnitedStates",7688,1
"136",1624617,39,"Private","HSgrad","Married","Clerical",263252.35,"Female",0,25,"UnitedStates",0,0
"137",1637260,40,"Consultant","Bachelor","Married","Repair",34674.28,"Male",0,50,"UnitedStates",0,0
"138",1639863,23,"Private","HSgrad","Absent","Repair",50797.42,"Male",0,40,"UnitedStates",0,0
"139",1641472,45,"Private","HSgrad","Absent","Machinist",123634.05,"Male",0,40,"UnitedStates",0,0
"140",1641476,17,"Private","Yr9","Absent","Sales",130301.1,"Male",0,22,"UnitedStates",0,0
"141",1647650,59,"Private","HSgrad","Widowed","Service",53968.46,"Female",0,10,"UnitedStates",0,0
"142",1648985,37,"Private","College","Divorced","Transport",66341.59,"Male",0,40,"UnitedStates",0,0
"143",1654599,27,"Private","HSgrad","Married","Machinist",13567.01,"Male",0,40,"UnitedStates",0,0
"144",1667037,82,"Private","Yr5t6","Widowed","Service",252435.63,"Male",0,20,"UnitedStates",0,0
"145",1670669,30,"Private","HSgrad","Married","Machinist",35880.85,"Male",0,60,"Ireland",1681,1
"146",1679323,23,"Private","Bachelor","Absent","Executive",106057.24,"Male",0,30,NA,0,0
"147",1681753,30,"Private","HSgrad","Married","Cleaner",50241.5,"Male",0,40,"UnitedStates",0,0
"148",1688602,43,"Private","College","Divorced","Executive",175224.4,"Female",0,45,"Iran",0,0
"149",1690774,33,"Private","Bachelor","Married","Professional",9371.51,"Male",0,40,"UnitedStates",0,0
"150",1699810,28,"Private","HSgrad","Married","Transport",35189.05,"Male",0,55,"UnitedStates",0,0
"151",1706370,37,"Private","Yr5t6","Absent","Clerical",98176.24,"Female",0,40,"Mexico",0,0
"152",1709319,39,"Private","Bachelor","Married","Executive",22030.33,"Male",0,45,"UnitedStates",0,0
"153",1711915,62,"PSState","Bachelor","Divorced","Professional",77664.69,"Male",0,40,"UnitedStates",0,0
"154",1718282,41,"Private","Bachelor","Married","Professional",18754.25,"Male",0,40,"UnitedStates",-961,1
"155",1718309,44,"PSLocal","Bachelor","Divorced","Professional",243076.64,"Female",0,60,"UnitedStates",0,0
"156",1722201,43,"Private","HSgrad","Divorced","Clerical",43002.61,"Female",0,40,"UnitedStates",0,0
"157",1722542,29,"Private","College","Absent","Professional",88981.36,"Female",0,40,"UnitedStates",0,0
"158",1723024,42,"Private","Bachelor","Married","Executive",66952.28,"Male",0,40,"UnitedStates",0,0
"159",1731662,40,"Private","HSgrad","Married","Repair",144187.19,"Female",0,40,"UnitedStates",7298,1
"160",1742535,29,"PSFederal","College","Married","Clerical",54390.65,"Male",0,40,"UnitedStates",5298,1
"161",1747347,55,"PSFederal","College","Married","Clerical",45804.12,"Male",0,40,"UnitedStates",2889,1
"162",1761439,45,"PSLocal","Master","Divorced","Professional",133907.33,"Female",0,40,"UnitedStates",0,0
"163",1767024,30,"Private","HSgrad","Married","Executive",56622.85,"Male",0,50,"UnitedStates",0,0
"164",1770057,34,"Private","HSgrad","Married","Executive",4524.86,"Male",0,40,"UnitedStates",0,1
"165",1777740,46,"Private","HSgrad","Married","Sales",32944.03,"Male",0,45,"UnitedStates",3875,1
"166",1782051,54,"PSState","Doctorate","Absent","Executive",71715.5,"Female",0,50,"UnitedStates",7879,1
"167",1782989,19,"Private","College","Absent","Sales",93070,"Female",0,30,"UnitedStates",0,0
"168",1787841,37,"Private","Master","Married","Support",30353.77,"Male",0,60,"UnitedStates",5627,1
"169",1792615,61,"Private","Yr7t8","Divorced","Machinist",184682.08,"Female",0,40,"UnitedStates",0,0
"170",1796280,50,"Private","HSgrad","Married","Repair",16026.5,"Male",0,40,"UnitedStates",0,0
"171",1797150,70,"Private","Bachelor","Married","Cleaner",72715.96,"Male",0,40,"UnitedStates",6418,1
"172",1797445,51,"Private","HSgrad","Unmarried","Machinist",70442.44,"Male",1250.66666666667,40,"UnitedStates",0,0
"173",1807406,56,"Private","Yr7t8","Married","Repair",49237.33,"Male",0,26,"UnitedStates",0,0
"174",1808117,18,"Private","Yr12","Absent","Service",52489.11,"Female",0,25,"UnitedStates",0,0
"175",1819322,21,"Private","Vocational","Absent","Farming",82725.18,"Female",1068,30,"UnitedStates",0,0
"176",1823237,65,"Private","HSgrad","Widowed","Clerical",115548.72,"Female",0,20,"UnitedStates",0,0
"177",1824560,24,"Private","College","Absent","Service",113979.53,"Female",0,35,"UnitedStates",0,0
"178",1827120,35,"SelfEmp","Bachelor","Unmarried","Professional",42736.77,"Female",0,50,"UnitedStates",0,0
"179",1833635,32,"Private","College","Absent","Repair",96488.54,"Male",0,72,"Mexico",0,0
"180",1834675,42,"Private","Bachelor","Married-spouse-absent","Transport",97187.73,"Male",0,60,"UnitedStates",0,0
"181",1838203,34,"Private","Bachelor","Married","Executive",35573.04,"Male",1977,45,"UnitedStates",4033,1
"182",1839135,53,"Private","HSgrad","Married","Executive",30301.98,"Male",0,60,"UnitedStates",2890,1
"183",1841487,30,"Private","Vocational","Married","Clerical",21551.74,"Female",0,24,"UnitedStates",0,0
"184",1845737,28,"Private","HSgrad","Divorced","Cleaner",73730.39,"Male",0,40,"UnitedStates",0,0
"185",1851537,36,"Private","HSgrad","Absent","Executive",22529.54,"Female",0,38,"UnitedStates",0,0
"186",1860764,44,"Consultant","HSgrad","Married","Repair",45104.93,"Male",0,50,"England",7298,1
"187",1861969,34,"Private","Professional","Absent","Professional",70635.85,"Female",0,40,"UnitedStates",0,0
"188",1866077,52,"Private","HSgrad","Divorced","Repair",2382.43,"Male",0,40,"UnitedStates",0,0
"189",1872825,36,"Private","Yr10","Married","Machinist",34268.18,"Male",0,40,"UnitedStates",0,0
"190",1875875,32,"PSFederal","HSgrad","Absent","Service",112250.05,"Female",0,32,"UnitedStates",0,0
"191",1877898,73,"SelfEmp","Bachelor","Married","Sales",20608.32,"Male",0,50,"UnitedStates",1639,1
"192",1880936,54,"PSLocal","Master","Divorced","Professional",95784.2,"Female",0,40,"UnitedStates",0,0
"193",1892697,22,"PSLocal","College","Absent","Clerical",72111.64,"Female",0,55,"UnitedStates",0,0
"194",1906994,45,"Private","HSgrad","Married","Repair",37605.81,"Male",0,40,"UnitedStates",0,0
"195",1940825,34,"Private","HSgrad","Absent","Machinist",110412.9,"Male",0,40,"UnitedStates",0,0
"196",1943338,53,"PSLocal","Preschool","Absent","Machinist",123739.96,"Female",0,35,"UnitedStates",0,0
"197",1947669,30,"Private","HSgrad","Married","Machinist",28988.26,"Male",0,40,"UnitedStates",0,0
"198",1950125,40,"PSLocal","Bachelor","Divorced","Professional",296284.55,"Female",0,40,"UnitedStates",0,0
"199",1956654,25,"Private","HSgrad","Absent","Executive",74001.2,"Male",0,45,"UnitedStates",0,0
"200",1965508,60,"SelfEmp","HSgrad","Married","Clerical",235662.8,"Female",0,15,"UnitedStates",15024,1
"201",1967691,38,"Private","Yr10","Divorced","Machinist",68357.88,"Female",0,40,"Portugal",0,0
"202",1970671,23,"Private","College","Absent","Sales",48397.69,"Male",0,25,"Philippines",0,0
"203",1972687,31,"Private","College","Married","Repair",37051.71,"Male",0,40,"UnitedStates",4940,1
"204",1976104,23,"Private","College","Married","Cleaner",47123.24,"Male",0,40,"UnitedStates",0,0
"205",1980500,74,"Consultant","Doctorate","Married-spouse-absent","Professional",40643.16,"Male",0,25,"UnitedStates",5911,1
"206",1983846,19,"Private","HSgrad","Absent","Service",20263.3,"Female",0,30,"UnitedStates",0,0
"207",1985107,39,"Private","Bachelor","Absent","Executive",57245.29,"Male",0,45,"UnitedStates",0,0
"208",1985953,29,"Private","College","Absent","Sales",113713.14,"Male",0,30,"UnitedStates",0,0
"209",1992467,43,"Private","Master","Married","Executive",26718.94,"Male",0,50,"UnitedStates",4954,1
"210",1995711,26,"PSLocal","Bachelor","Absent","Professional",80090.43,"Female",0,40,"UnitedStates",0,0
"211",1996140,19,"Private","Yr11","Absent","Repair",71065.53,"Male",0,56,"UnitedStates",0,0
"212",1997523,40,"SelfEmp","Bachelor","Married","Professional",30140.84,"Male",0,60,"UnitedStates",0,0
"213",2000211,57,"Private","HSgrad","Widowed","Clerical",55758.54,"Female",0,36,"UnitedStates",0,0
"214",2011832,40,"Private","HSgrad","Divorced","Repair",63728.57,"Male",0,40,"UnitedStates",0,0
"215",2012035,29,"Private","College","Married","Cleaner",32079.84,"Male",0,20,"UnitedStates",0,0
"216",2016936,36,"PSFederal","HSgrad","Absent","Clerical",154637.16,"Female",0,36,"UnitedStates",0,0
"217",2023005,57,"SelfEmp","College","Married","Executive",3392.03,"Male",0,40,"UnitedStates",0,0
"218",2025734,19,"Private","College","Absent","Cleaner",78338.21,"Male",0,20,"UnitedStates",0,0
"219",2027200,20,"Private","Yr12","Absent","Machinist",177097.76,"Male",0,40,"UnitedStates",0,0
"220",2027449,48,"Private","HSgrad","Widowed","Machinist",116242.34,"Female",0,16,"UnitedStates",0,0
"221",2033495,18,"Private","HSgrad","Absent","Service",76092.27,"Male",0,36,"UnitedStates",0,0
"222",2042579,50,"Private","College","Married","Sales",33450.41,"Male",0,60,"UnitedStates",0,0
"223",2044175,72,NA,"HSgrad","Married",NA,15651.39,"Male",0,8,"UnitedStates",0,0
"224",2049462,58,"Private","HSgrad","Married","Transport",37168.49,"Male",0,40,"UnitedStates",3760,1
"225",2062685,40,"Private","College","Married","Machinist",39443.33,"Male",0,40,"UnitedStates",0,0
"226",2064390,35,"Private","Yr11","Married","Farming",38106.16,"Male",0,40,"UnitedStates",0,0
"227",2065595,22,NA,"HSgrad","Divorced",NA,81137.85,"Female",0,40,"UnitedStates",0,0
"228",2070773,23,"Private","HSgrad","Absent","Sales",106275.4,"Male",0,40,"UnitedStates",0,0
"229",2077101,41,"Private","College","Married","Machinist",12651.15,"Male",0,42,"UnitedStates",7298,1
"230",2094476,18,"Private","HSgrad","Absent","Service",209114.75,"Female",0,30,"UnitedStates",0,0
"231",2101387,42,"Consultant","Doctorate","Absent","Professional",74757.49,"Female",0,45,"UnitedStates",0,0
"232",2102127,54,"Consultant","College","Married","Transport",29282.08,"Male",0,30,"UnitedStates",0,0
"233",2102378,44,"Consultant","HSgrad","Married","Farming",22917.76,"Male",0,40,"UnitedStates",0,0
"234",2109381,44,"Private","HSgrad","Married","Repair",35956.04,"Male",0,41,"UnitedStates",0,0
"235",2109898,51,"Private","College","Married","Repair",42628.43,"Male",0,48,"UnitedStates",3103,1
"236",2114154,38,"PSState","Bachelor","Absent","Executive",59178.12,"Male",0,40,"UnitedStates",0,0
"237",2114608,41,"Private","College","Divorced","Sales",10747.59,"Female",0,48,"UnitedStates",0,0
"238",2129840,33,"Consultant","HSgrad","Married","Transport",72286.49,"Male",0,60,"UnitedStates",0,0
"239",2134046,21,"Private","HSgrad","Absent","Sales",162103.43,"Male",0,40,"UnitedStates",0,0
"240",2134599,37,"Consultant","HSgrad","Married","Repair",41964.4,"Male",0,40,"UnitedStates",0,0
"241",2134665,41,"Private","College","Married","Executive",192398.74,"Male",0,40,"UnitedStates",1695,1
"242",2137895,49,"SelfEmp","College","Married","Professional",189129.57,"Female",0,65,"UnitedStates",5600,1
"243",2143793,39,"Private","HSgrad","Absent","Machinist",89935.48,"Male",0,40,"UnitedStates",0,0
"244",2160461,24,"Private","HSgrad","Divorced","Machinist",55642.17,"Male",0,40,"UnitedStates",0,0
"245",2161054,65,"PSState","HSgrad","Married","Clerical",49027.46,"Male",2174,40,"UnitedStates",0,1
"246",2179519,55,"Private","HSgrad","Married","Farming",29965.82,"Male",0,45,"UnitedStates",0,1
"247",2194621,34,"Private","Bachelor","Married-spouse-absent","Clerical",81462.83,"Female",0,25,"UnitedStates",0,0
"248",2204629,33,"Private","College","Married","Professional",27593.68,"Male",0,40,"UnitedStates",0,0
"249",2206284,30,"Private","HSgrad","Married","Repair",29380.77,"Male",1848,40,"UnitedStates",5848,1
"250",2206428,51,"Private","Vocational","Married","Executive",20300.74,"Male",0,50,"UnitedStates",3925,1
"251",2214801,50,"Private","Bachelor","Divorced","Professional",133620.15,"Female",0,36,"Ireland",0,0
"252",2215657,29,"Private","HSgrad","Absent","Executive",86241.61,"Female",0,40,"UnitedStates",0,0
"253",2242093,36,"Private","Bachelor","Married","Professional",7377.51,"Male",1902,50,"UnitedStates",5240,1
"254",2242654,45,"PSLocal","Master","Divorced","Professional",25419.27,"Male",0,40,"UnitedStates",0,0
"255",2243150,45,"Consultant","HSgrad","Married","Executive",11373.45,"Male",0,50,"UnitedStates",0,0
"256",2243772,40,"Private","Yr10","Absent","Service",166702.86,"Female",0,40,"UnitedStates",0,0
"257",2245751,27,"Private","College","Married","Sales",59321.84,"Male",0,50,"UnitedStates",0,0
"258",2254279,20,"PSLocal","HSgrad","Absent","Cleaner",171960.33,"Male",0,40,"UnitedStates",0,0
"259",2288670,30,"Private","College","Divorced","Transport",107142.62,"Male",0,40,"UnitedStates",0,0
"260",2293213,47,"PSState","HSgrad","Married","Clerical",146328.63,"Female",0,40,"UnitedStates",15692,1
"261",2298185,18,NA,"College","Absent",NA,258160.48,"Male",0,16,"UnitedStates",0,0
"262",2298621,41,"Private","College","Divorced","Clerical",59474.99,"Female",0,55,"UnitedStates",0,0
"263",2300606,26,"PSLocal","Bachelor","Absent","Clerical",64037.85,"Male",0,42,"UnitedStates",0,0
"264",2305277,45,"Consultant","Bachelor","Married","Transport",24800.44,"Male",0,40,"UnitedStates",0,1
"265",2314294,39,"Private","Master","Absent","Executive",75918.15,"Male",0,50,"UnitedStates",0,1
"266",2323070,55,"Private","College","Married","Professional",35359,"Male",0,40,"UnitedStates",0,0
"267",2326052,46,"Private","HSgrad","Divorced","Professional",126466.42,"Female",0,40,"UnitedStates",0,0
"268",2336844,27,"Private","Yr9","Married","Protective",27989.97,"Male",0,40,"Guatemala",0,0
